smiles,group
O1C2(CCC(CC2)C(=O)N(CCN2CCCCC2)C)c2c(cccc2)C1=O,training
O(C)c1cc(ccc1)CN(C(=O)Nc1ccc(cc1)-c1cn[nH]c1)C1CC1,training
O=C1NCCCc2n(c3c(c2C)C(=O)CC(C3)(C)C)-c2cc(N[C@H]1C)c(cc2)C(=O)N,training
O1CCN(CC1)c1nc(nc2n(nnc12)CC)-c1ccc(NC(=O)Nc2ccc(cc2)C(=O)NCCc2ncccc2)cc1,training
FC(F)(F)c1ccc(cc1)C1=CC(=O)N(C=C1)c1cc2c(n(nc2)CCN2CCCC2)cc1,training
C1=CC2=C(C=C1)N=CC=C2,training
Clc1ccc(cc1)-c1n[nH]c(c1-c1ncncc1)C1CCN(CC1)C1CCOC1,training
ClC1=CC(=CC(Cl)=C1)C1=CC(Cl)=CC(Cl)=C1,training
OC(=O)c1ccccc1-c1ccc(cc1)Cn1c2c(nc1CCC)c(cc(c2)-c1nc2c(n1C)cccc2)C,training
O(CCCN1CCCCC1)c1ccc(cc1)-c1cc2n(C=CC=C2)c1C,training
Fc1cc(ccc1)C[C@@H](N)C=1NC(=O)c2c(N=1)c(OC)cc(c2)-c1cn[nH]c1,training
O1CCCc2c1ccc(-c1c(C)c(nc(C)c1[C@H](OC(C)(C)C)C(O)=O)-c1cc(C)c(cc1)C)c2C,training
Fc1cc(O[C@@H]2CCN(C2)C(CCC(C(=O)N)(c2ccccc2)c2ccccc2)(C)C)cc(O)c1,training
S(=O)(=O)(N1CCc2c1nc(nc2-c1cnc(nc1)N)N1CCOCC1)C,training
s1c2c(cc(NC(=O)C3(NC(=O)c4cc5n(C)c(c(c5cc4)C4CCCCC4)-c4ncccc4)CCC3)cc2)c(C)c1C(=O)N,training
Brc1ccc(cc1)-c1ccc(S(=O)(=O)Nc2cc(ccc2O)CO)cc1,training
Fc1c2c([nH]cc2C(=O)C(=O)N2CCN(CC2)C(=O)c2ccccc2)c(cc1)-c1[nH]cnc1,training
Clc1cc(C)c(S(=O)(=O)C=2C(N3C(=NC=2SC)C=CC=C3)=N)cc1C,training
S(=O)(=O)(Nc1cc2S(=O)(=O)N=C(Nc2cc1)C=1C(=O)N([C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C=1O)CC1CCCC1)C,training
O=C(Nc1ccc(cc1)-c1c2nc[nH]c2ncc1)Nc1ccc(cc1)-c1ccc(cc1)C#N,training
Fc1cc\2c(NC(=O)/C/2=C\c2[nH]c(C)c(C(=O)NCCN(CC)CC)c2C)cc1,training
s1c2nc(OC)ccc2nc1NC(=O)C(CC1CCCC1)c1ccc(S(=O)(=O)N2CCCCC2)cc1,training
CN1C2=CC=C(Cl)C=C2C(=NC(O)C1=O)C1=CC=CC=C1,training
NC1=CC=C(C=C1)C(C1=CC=C(N)C=C1)=C1C=CC(=N)C=C1,training
O=C1N(C2CC2)C(=O)N(C1)Cc1ccc(cc1)-c1nc(ccc1)CN1CCCCC1,training
Fc1ccc(cc1)C(N1[C@H]2C[C@H](N(C2)C2CCC2)C1)c1nnnn1Cc1ccccc1,training
COC(=O)C1=C(C=C(CNS(C)(=O)=O)C=C1)S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1,training
O(c1c2c(ccc1)cncc2)c1ccc(NC(=O)N2CCN(CC2)c2ncnc3c2cc(OCCOC)c(OCCOC)c3)cc1,training
Clc1cc(S(=O)(=O)N2CCN(C[C@H]2C)c2ccccc2C(F)(F)F)ccc1Cl,training
O(C)c1ccc(cc1-c1cnc(N(C)C)cc1C)C1=Nc2c(n(nc2C(C)(C)C)CCCO)C(=O)NC1,training
s1c2c(nc(nc2NCCCN(C)C)NC)cc1-c1cc(OC(F)(F)F)ccc1,training
Clc1cc(Oc2c(n(nc2C)CCO)C)cc(Cl)c1,training
ClCC(=O)NC1=CC=CC=C1,training
Clc1cc(ccc1Cl)C1(CCCCCC1)CN,training
Clc1cccc([C@@H]2[C@@]3(c4c(NC3=O)cc(Cl)cc4)[C@@H](N[C@H]2C(=O)NC2CC(O)C2)CC(C)(C)C)c1F,training
S(=O)(=O)(NCCO)c1ccc(cc1)-c1c2cc([nH]c2ncc1)C1CC1,training
Brc1ccc(cc1)-c1ccc(S(=O)(=O)Nc2cc(ccc2)CO)cc1,training
O1c2c(cccc2[C@@H]2C(C(=O)C)=C(NC(C)=C2C(OCC)=O)C)C(=O)C=C1C,training
O1N=C(CC1c1ccc(nc1)N1CCOCC1)c1oc([N+](=O)[O-])cc1,training
CCC1=C(N(C(C)COC)C(=O)CCl)C(C)=CC=C1,training
Clc1ccc(cc1)-c1[nH]nc(c1-c1ncncc1)C1CCN(CC1)C(=O)CO,training
s1cccc1C1=NN(CCC(C)C)C(=O)C(=C1O)C=1Nc2c(S(=O)(=O)N=1)cc(S(=O)(=O)N)cc2,training
O(C)c1cc(ccc1OC)C(=O)NCc1cc(ccc1)C(=O)NCCC1CCNCC1,training
Clc1ccccc1CNc1nc(NCC2CCNCC2)c([N+](=O)[O-])cn1,training
FC(F)(F)c1nn(c2c1CCCC2)-c1ccc(cc1)C(=O)N1CCCC1,training
CN1C2=C(NC=N2)C(=O)N(C)C1=O,training
CC1=C(O)C=C(N)C=C1,training
s1c2nc(OC)ccc2nc1NC(=O)C(CC1CCCC1)c1ccc(S(=O)(=O)NC2CC2)cc1,training
S(=O)(=O)(CCC(C)C)CCCOc1cc2ncnc(N3CCN(CC3)C(=O)Nc3ccc(OC(C)C)cc3)c2cc1OC,training
s1cccc1C1CC(=O)c2c([nH]c(C(OC(C)C)=O)c2C)C1,training
Clc1cc(CN2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)c(OCC(O)=O)cc1,training
CCCC1=NC(=S)NC(=O)C1,training
O1CCN(CC1)CCN1c2c(N(C(=O)N[C@@H](C(C)(C)C)C(=O)N(C)C)C1=O)cccc2,training
O=C1c2ccc(nc2N(C=C1C(O)=O)CC)C,training
O(c1c(cc(cc1C)\C=C\C#N)C)c1cc(Nc2ccc(cc2)C#N)c(N)cc1[N+](=O)[O-],training
FC(F)(F)c1cc(cc(c1)C(F)(F)F)[C@@H]1C[C@H]1C1CC(=O)CC(=O)C1,training
O=C(Nc1ccc(cc1)C)C=C,training
O(CCCN(C)C)c1ccc(cc1)C(=O)N1CC(c2c([nH]c3c2cccc3)C(=C1)C(OC(C)C)=O)(C)C,training
CCCOC(=O)C1=CC=C(O)C=C1,training
s1cccc1-c1n(c2c(ccc(c2)C(=O)NC(C(=O)Nc2ccc(cc2)\C=C\C(O)=O)(C)C)c1C1CCCCC1)C,training
n1n(nnc1)C(CCNC)c1cc2c(cc1)cccc2,training
S(=O)(=O)(c1cc(c2ncc(C(=O)N)c(Nc3cc(OC)ccc3)c2c1)C)c1cc(ccc1)C(=O)N(C)C,training
Oc1c(cc(cc1C(C)(C)C)C(=O)Cn1c2cc(C)c(cc2nc1NCCCO)C)C(C)(C)C,training
O1CCN2[C@@H](CNc3cc(-n4c(CCC2)c(c2c4CC(CC2=O)(C)C)C)ccc3C(=O)N)C1,training
Clc1ccc(cc1C(=O)NCC1(O)CCCCCC1)-c1n[nH]cc1,training
CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,training
Clc1nc(N2CCCc3cc(OC)ccc23)c2c(n1)cccc2,training
Clc1sc(S(=O)(=O)Nc2nn(c3c2c(OC)ccc3)Cc2cc(ccc2)CNC(=O)C(O)(C)C)cc1,training
FCCCCn1c2c(nc1CN1c3c(N(C4CC4)C1=O)ccnc3)cccc2,training
S(=O)(=O)(N1CCC(CC1)C(=O)Nc1c2c(ccc1)cncc2)c1ccc(cc1C)C,training
O(C)c1ccc(NC(=O)C=C)cc1,training
CCNC1=NC(NCC)=NC(Cl)=N1,training
Fc1cc(F)c(F)cc1Nc1oc(nn1)C(=O)Nc1ccc(OC2CCC(CC2)C(O)=O)cc1F,training
Fc1ccc(cc1)C(=O)C1CCN(CC1)CCN1C(=O)c2c(NC1=O)cccc2,training
S(Cc1cccnc1C#N)c1nc(O)c(c2c1COCC2)C#N,training
O(CCN1CCCC1)c1cc2ncnc(N3CCN(CC3)C(=O)Nc3ccc(OC(C)C)cc3)c2cc1OCCOC,training
O(C)c1ccc(cc1-c1cnc(OC)nc1OC)C1=Nc2c(n(nc2C(C)(C)C)CCO)C(=O)NC1,training
S1c2c(NC1=O)c(O)ccc2[C@@H](O)CNCCc1cc(ccc1)CNCCc1ncccc1,training
CSC(=O)C1=C(N=C(C(C(=O)SC)=C1CC(C)C)C(F)(F)F)C(F)F,training
O(C)c1cc(ccc1)CN(C(=O)c1[nH]c2nc(ccc2c1)-c1cn[nH]c1)C1CC1,training
Clc1cc(S(=O)(=O)\N=C(/NCC)\N2N=CC(C2)CC)cc(Cl)c1,training
Fc1ccc(Nc2nccc(c2)-c2cc(ncc2)NC(=O)C2CCOCC2)cc1,training
Fc1cc(cc(Oc2c(n(nc2CC)CCO)CC)c1)C#N,training
s1cc(cc1)C(=O)N[C@@H](C1CCCC1)c1nnn(c1)C1(CC1)C#N,training
O=C1N(CC(=O)N(CCONC(N)=N)C)C(=CN=C1NCCc1ccc(cc1)C)C,training
CC(C)NCC(O)COC1=CC=CC=C1OCC=C,training
Clc1cc(Nc2c3sc(nc3ncc2C#N)Nc2ccc(cc2)CN2CCOCC2)ccc1F,training
CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1,training
s1c2c(nc(nc2NCCCN(C)C)NC)cc1-c1ccc(-n2nccc2)cc1,training
Fc1cc(cc(F)c1O)C(=O)NCC1CCC(CC1)COc1ccccc1,training
O=C(Nc1ccccc1N)c1ccc(cc1)CNc1nc(ccn1)-c1cccnc1,training
P(Oc1ccccc1)(=O)(N[C@@H](Cc1ccccc1)C(OCC)=O)CO[C@H]1O[C@@H](OCn2c3ncnc(N)c3nc2)C(F)=C1,training
Clc1cc(S(=O)(=O)C=2C(N3C(=NC=2SC)C=CC=C3)=N)ccc1Cl,training
s1ccnc1C\1=NNC(=O)/C/1=C\c1c2c(n(c1)C)cccc2OCc1cccc(F)c1F,training
CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,training
CCCCOC(=O)C(C)OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1,training
OC1c2c(cc(O)cc2)CCN(C1)CCCCc1ccccc1,training
O1CCN(CC1)CCC(=O)c1cc2CC(COc2cc1)c1[nH]c2cc(ccc2n1)-c1nc(ncc1)N,training
S(=O)(=O)(NC(=O)[C@]12NC(=O)[C@H]3N(C[C@H](Oc4cc(OC(C)C)nc5c4ccc(OC)c5C)C3)C(=O)[C@@H](NC(=O)c3n[nH]cc3)CCCCC\C=C/[C@@H]1C2)C1CC1,training
Clc1ccc(cc1)C(OC(=O)N)CCN1CCN(CC1)c1ccccc1,training
s1c2c(nc1NC(=O)c1ccccc1)cccc2,training
O1c2c(cccc2-c2cc(OCC3(COC3)C)c(NC(=O)CN3CCOCC3)cc2)C(=O)C=C1N1CCOCC1,training
s1c2cc(F)ccc2nc1N,training
Fc1c(cccc1F)C1Oc2c(N(CCCOC)C1=O)cc(cc2)-c1c(nc(nc1N)N)CC,training
S(CC(=O)Nc1ccccc1[N+](=O)[O-])c1nnnn1-c1c2c(ccc1)cccc2,training
s1cccc1C1=NN(CCC(C)(C)C)C(=O)C(=C1O)C=1Nc2c(S(=O)(=O)N=1)cc(OCC(=O)N)cc2,training
CCC(C)(CC)C1=NOC(NC(=O)C2=C(OC)C=CC=C2OC)=C1,training
Clc1cc(ccc1N(CC)C(=O)NCC(=O)Nc1ccc(cc1Cl)-c1ccc(cc1)CC(O)=O)C(C)(C)C,training
o1nc(nc1-c1cc(C#N)c(OC(C)C)cc1)-c1ccc2c(CCN(C2)C(CO)CO)c1C,training
O(C(=O)C(C(n1ncnc1)c1ccc(Nc2cc3c(cc2)cccc3)cc1)(C)C)C,training
O1CC(Cc2cc(ccc12)C(=O)N(C)C)C(=O)Nc1ccc(cc1)-c1cn[nH]c1,training
Clc1cc2c(NC(=CC2=O)C)cc1OC,training
O1CCN(CC1)CCCNc1cc(nc2c1ccc1c2ccc2c1nc(cc2NCCCN1CCOCC1)C)C,training
Clc1cc(ccc1Cl)C1(CCCCC1)C(NC)C,training
CC(=O)OC1(C(C)=O)C(=C)CC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C,training
O1CC(Cc2c1cccc2)C(=O)Nc1ccc(cc1OC)-c1cn[nH]c1,training
Clc1cc2nc([nH]c2cc1)C(=O)N1CCN(CC1)C,training
P(Oc1ccccc1)(OC[C@H]1O[C@@H](N2C=CC(=NC2=O)N)C(F)(F)[C@@H]1O)(=O)N[C@H](C(OCC(C)(C)C)=O)C,training
Fc1ccc(cc1)C[C@H](N)C=1NC(=O)c2cc(ccc2N=1)-c1cn[nH]c1,training
Clc1cc(Nc2ncnc3nc(sc23)Nc2ccc(cc2)CCN2CCOCC2)ccc1F,training
Oc1c2ncccc2ccc1C(Nc1ncccc1)c1ccccc1,training
Clc1ccc(cc1)-c1n[nH]c(c1-c1ccncc1)C1CCN(CC1)CCOC,training
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,training
O1[C@H]2[C@@H](NC[C@H](C2)C)[C@@H](C)[C@]12CC(=C1[C@H]([C@H]3[C@H](C1)[C@@]1([C@@H](C[C@H](OC)CC1)CC3)C)CC2)C,training
s1cc(nc1NC(=O)C1Oc2c(OC1)cccc2)-c1ccncc1,training
CC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)C,training
O(C)c1cc(ccc1)CN(CCN(C)C)C(=O)Nc1ccc(cc1)-c1cn[nH]c1,training
Clc1cc(Cl)c(O)cc1OC1CN(C1)C(CCC(C(=O)N)(c1ccccc1)c1ccccc1)(C)C,training
S(=O)(=O)(N)c1ccc(NC(=O)C2(NC(=O)c3cc4n(C)c(c(c4cc3)C3CCCCC3)-c3ncccc3)CCC2)cc1,training
o1cc(cc1)-c1nc2cc(ccc2n1C1CCCCC1)C(=O)NC1(CCCC1)C(=O)Nc1ccc(cc1)\C=C\C(O)=O,training
Clc1cc(cc(Cl)c1)C(=O)NCC1(CCN(CC1)CCNC(=O)NC(C)(C)C)CO,training
CC(C)CC1N2C(=O)C(NC(=O)C3CN(C)C4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(OC2(O)C2CCCN2C1=O)C(C)C,training
O(C)c1cc(ccc1[C@H]1c2c(NC(C)=C1C(=O)N)c(cnc2OCC)C)C#N,training
Clc1cc(C(N2CCN(CC2)CC)c2ccc(cc2)C(F)(F)F)c(O)c2ncccc12,training
Oc1cc(ccc1)[C@@]1(O)CCCC[C@@H]1CN(C)C,training
O=C1N(c2c(N1CCN(C)C)cccc2)C1CCN(CC1)C(=O)C1CCN(CC1)Cc1ccncc1,training
O(C)c1ccc(OC)cc1C(O)CNC(=O)CN,training
S(=O)(=O)(CC(C)C)CCCOc1cc2ncnc(N3CCN(CC3)C(=O)Nc3ccc(OC(C)C)cc3)c2cc1OC,training
Brc1ccc(cc1)-c1ccc(S(=O)(=O)Nc2cccc(CO)c2Cl)cc1,training
Clc1cc(ccc1Cl)[C@@]12[C@@H](CCCC1)CN(C2)C,training
O=C(N1CCC(n2c3c4cc[nH]c4ncc3nc2)CC1)c1ccccc1,training
O=C1N(c2c(N1Cc1nc3c(n1CCCCCO)cccc3)cncc2)C1CC1,training
CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,training
O(C)c1cc(ccc1)CN(C(=O)c1c2c(n(c1)C)cc(cc2)-c1cn[nH]c1)CCCN(C)C,training
S(=O)(=O)(C)C1=NN(C2C1CCN(C2=O)c1ccc(cc1)C1(CC1)CN1CCCC1)c1ccc(OC)cc1,training
Clc1cccc(S(=O)(=O)N2C[C@H](CCC2)C(=O)NC2CCCCC2)c1C,training
S(=O)(=O)(Nc1cc2S(=O)(=O)N=C(Nc2cc1)C=1C(=O)N(C2C(CCC2)C=1O)CCC(C)C)C,training
O(C)c1ccc(cc1)C(Nc1ncccc1)c1ccc2c(nccc2)c1O,training
O1[C@H]2[C@@H](NC[C@H](C2)C)[C@@H](C)[C@]12CC(=C1[C@H]([C@H]3[C@H](C1)[C@@]1([C@@H](C/C(=N/OC)/CC1)CC3)C)CC2)C,training
O(CCc1cc2c(nc1)N(c1nc(ccc1N(C)C2=O)C)CC)c1ccc(cc1C)C(O)=O,training
S(=O)(=O)(NN1CC(N(CCc2ccc(OC)cc2)C1=O)c1ccc(cc1)C(F)(F)F)C,training
O1Cc2cc(OC)ccc2N(C2CCN(CC2)CC(=O)Nc2cc3c4c(n(c3cc2)CC)cccc4)C1=O,training
[nH]1c2ncc3ncn(c3c2cc1)C1CCC(N)CC1,training
OC(=O)\C=C\c1ccc(NC(=O)C(NC(=O)c2cc3n(C)c(c(c3cc2)C2CCCCC2)-c2c3ncccc3ccc2)(C)C)cc1,training
Clc1cc(S(=O)(=O)\N=C(/NCC)\N2N=CC3(CCOCC3)C2)ccc1,training
S(=O)(=O)(CCCO)c1cc(Oc2cc(-n3c4c(nc3C)c(ccc4)C(F)(F)F)ccc2)ccc1,training
O=C(Nc1c(cccc1C)C)CN(CC)CC,training
Clc1cnc(nc1-c1n2c(nc1)C=CC=C2)Nc1ccc(N2CCN(CC2)C(=O)[C@H](O)C)cc1OC,training
O=C1N(CC(=O)NCCONC(N)=N)C(=CN=C1NCCc1ccc(cc1)CC)C,training
s1cccc1C1=NN(CCC(C)C)C(=O)C(=C1O)C=1Nc2c(S(=O)(=O)N=1)cc(OC(C(=O)N)(C)C)cc2,training
O(C)c1cc(ccc1)CNC(=O)c1c2ccc(nc2n(c1)C)-c1cn[nH]c1,training
S(=O)(=O)(C=1C(N2C(=NC=1SC)C=CC=C2)=N)c1ccc(OC(F)(F)F)cc1,training
O(C)c1cc(ccc1)[C@@]1(O)CCCC[C@@H]1CN(C)C,training
NC1=CC(Cl)=CC(Cl)=C1,training
o1c(ccc1C(=O)N)-c1ccc(NC(=O)C(NC(=O)c2cc3n(C)c(c(c3cc2)C2CCCCC2)-c2ncccc2)(C)C)cc1,training
FC(F)(F)c1ccc(cc1)C(=O)N[C@@H](C1CCCCC1)c1nnn(c1)C1(CC1)C#N,training
Clc1ccc(cc1)C(=O)c1n(C)c(nc1)CCCCN1CCCCC1,training
S(=O)(=O)(CC)c1cc(Oc2cc(ccc2)-c2n3c(nc2C)C(=CC=C3)C(F)(F)F)ccc1,training
Fc1cc(ccc1)C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)Nc1ccncc1,training
O[C@@H]1Cc2c(cccc2)[C@@H]1NC(=O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(C[C@H]1C(=O)NC(C)(C)C)Cc1cccnc1,training
Ic1cc(F)c(Nc2c(ccc(F)c2F)-c2oc(nn2)NCCCCO)cc1,training
S(=O)(=O)(N1CCN(CC1)CC)c1cc(C=2NC(=O)c3nn(CCOC)c(c3N=2)CC)c(OCC(C)C)nc1,training
Fc1ccc(nc1CN1CCCCC1)-c1ccc(cc1)CN1CC(=O)N(CC)C1=O,training
FC1(F)CCc2n(c3c(cc(cc3)-c3onc(n3)C)c2C1)CCCOc1nc(cc(n1)CC)CC,training
s1c(ccc1C(=O)c1cc(O)ccc1)-c1cc(C)c(O)cc1,training
O(CCn1nncc1)c1cc2ncnc(N3CCN(CC3)C(=O)Nc3ccc(cc3)C#N)c2cc1OC,training
O=C1N2C(=Nc3c1cc1c(c3)cccc1)C(=CC=C2)C(=O)NCCN1CCCCC1,training
S(=O)(=O)(Nc1cc2S(=O)(=O)N=C(Nc2cc1)C=1C(=O)N(Cc2ccc(F)cc2)[C@@H](CC=1O)CCC(C)C)C,valid
CC1CN(N=CC2=CC=CN=C2)C(=O)N=N1,valid
s1c2nc(OC)ccc2nc1NC(=O)C(CC1CCCC1)c1ccc(S(=O)(=O)NC2CCCCC2)cc1,valid
S(=O)(=O)(N1CCC(CC1)CCc1c(noc1C)C)CC1(N(O)C=O)CCOCC1,valid
s1nnc(C)c1C\1=NNC(=O)/C/1=C\c1c2c(n(c1)C)cccc2OCc1ccccc1,valid
S(=O)(=O)(NN1C[C@@H](N(CCc2ccc(OC)cc2)C1=O)c1ccc(OC)cc1)C,valid
Clc1ccc(cc1)[C@@H](N1S(=O)(=O)C(n2c(C1)cnc2)CC(C)C)C,valid
Clc1ccccc1CN1CCc2sccc2C1,valid
S(=O)(=O)(C)c1cc(Oc2cc(-n3c4c(nc3C3CC3)c(ccc4)C(F)(F)F)ccc2)ccc1,valid
O(C)c1ccccc1CNc1nc(NC2CCCC2)c(cn1)C(=O)NCCCO,valid
O=C1N(Cc2ccccc2C#N)C(=NC=C1c1ccccc1)N1C[C@H](N)CCC1,valid
CC1=CC=C(O)C=C1,valid
S1N(c2c(cc(S(=O)(=O)N)cc2)C1=O)C,valid
O(C)c1ccc(cc1-c1cnc(OC)nc1)C1=Nc2c(n(nc2C(C)(C)C)CCO)C(=O)NC1,valid
O1CC(Cc2cc(ccc12)C)C(=O)Nc1ccc(cc1)-c1cn[nH]c1,valid
FC(F)(F)CCOc1ncc(cc1)C(=O)NCc1ccccc1OC(F)(F)F,valid
Clc1cc(Cl)ccc1CNC(=O)N1CCC(CC1)C(=O)NC1CCOCC1,valid
CN(C)C1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)N(C)C,valid
O1[C@H]2[C@@H](NC[C@H](C2)C)[C@@H](C)[C@]12CC(=C1[C@H]([C@H]3[C@H](C1)[C@@]1([C@@H](Cc4nn(cc4C1)C)CC3)C)CC2)C,valid
S(=O)(=O)(Nc1n(nc(C)c1C(=O)N[C@H](C(C)(C)C)C)C1CCOCC1)c1ccc(cc1)C1CC1,valid
s1c2c(nc(nc2NCCCN(C)C)NC)cc1-c1ccc(cc1)C(F)(F)F,valid
CCCN(CCC)C1=C(C(N)=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,valid
Clc1cc(S(=O)(=O)\N=C(/NCC)\N2N=CC(C2)(CF)CF)ccc1,valid
Clc1cc(S(=O)(=O)N)ccc1NC(=O)CSc1nnnn1-c1ccc(cc1Cl)C(C)(C)C,valid
Brc1cc(ccc1OCCc1cc2c(nc1)N(c1ncccc1N(C)C2=O)CC)C(O)=O,valid
[O-][N+](=O)\N=C1/NCCN1CC1=CN=C(Cl)C=C1,valid
O(C)c1ccccc1N1CCN(CC1)C(=O)c1[nH]nc(c1)-c1ccccc1,valid
Clc1cc(ccc1Cl)C1(CCCCC1)C(N)CC,valid
CC(=O)OCC(COC(C)=O)OC(C)=O,valid
S(=O)(=O)(C)c1ccccc1N1CCC(N2CCc3c(n(nc3C(=O)N)-c3ccc(OC)cc3)C2=O)CC1,valid
OC1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(O)C=C1,valid
S(=O)(=O)(N1CCN(C[C@H]1C)c1ccc(F)cc1C(F)(F)F)c1ccc(cc1)[C@@](O)(C(=O)N)C(F)(F)F,valid
Clc1cc(S(=O)(=O)N2CCN(CC2)c2ccccc2C(F)(F)F)ccc1Cl,valid
O(C)c1ccc(-n2nc(c3c2C(=O)N(CC3)c2ccc(cc2)C2(CC2)CC(=O)N)C(=O)N)cc1,valid
O(C)c1cc2CCCN(c2cc1)c1nc(nc2c1cccc2)NC,valid
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,valid
FC(F)(F)c1cnc(nc1NC)Nc1cn(nc1C)C(C#N)(C)C,valid
Ic1cc(F)c(Nc2n(C)c(cc2C(=O)N2CC(O)C2)C(=O)C)cc1,valid
O(CCOC)c1nc(N)c2NC(=O)N(c2n1)Cc1cc(ccc1)CC(OC)=O,valid
Fc1ccc(O)cc1OC1CN(C1)C(CCC(C(=O)N)(c1ccccc1)c1ccccc1)(C)C,valid
O(C)c1ccccc1CC(N1CCNCC1)c1ccccc1,valid
Clc1ccc(Cl)cc1CNc1nc(NC2CCC(N(C)C)CC2)c(cn1)C(=O)NC1CCN(CC1)C,valid
Clc1cc(Nc2nc(NC)c(cn2)C(F)(F)F)c(OC)cc1C(=O)N1CCOCC1,valid
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,valid
[nH]1c2ncnc(N(C)C3CCC(CC3)C)c2cc1,valid
O=C1C=C2CC[C@@H]3[C@@H]([C@]2(C=C1)C)[C@@H](O)C[C@]1([C@H]3CC[C@]1(O)C(=O)CO)C,valid
O=C(N)c1cc(c(nc1)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,valid
O=C1N(N(C)C(=C1)C)c1ccccc1,valid
C1=CC=C(C=C1)C1=CC=CC=C1,valid
Clc1cc(F)c(cc1)-c1n[nH]c(c1-c1ncncc1)C1CCN(CC1)C(=O)CO,valid
o1nc2c(n1)cccc2[C@H]1C(C(OC(C)C)=O)=C(NC(C)=C1C(OC)=O)C,valid
CNC(=O)OC1=CC=CC(=C1)N=CN(C)C,valid
Clc1ccc(cc1Cc1ccc(OC)cc1)[C@@]12O[C@](CO1)(CO)[C@@H](O)[C@H](O)[C@@H]2O,valid
Clc1cc2nccc(NCCN(CCC[C@@H](C)[C@H]3CC[C@H]4[C@H]5[C@H](C[C@H](OC(=O)C)[C@]34C)[C@@]3([C@@H](C[C@H](NS(=O)(=O)C)CC3)C[C@H]5OC(=O)C)C)C)c2cc1,valid
O1C[C@@H](N(CC1)c1nc(nc2nc(ccc12)-c1cc(ccc1)C(=O)NCCO)N1CCOC[C@@H]1C)C,valid
S(=O)(=O)(N[C@H]1CC[C@]2([C@H](C1)CC[C@H]1[C@@H]3CC[C@H](C(=O)C)[C@]3(CC[C@@H]12)C)C)C,valid
S(=O)(=O)(Nc1cc2S(=O)(=O)N=C(Nc2cc1)C=1C(=O)N(C[C@@](CCC(C)C)(C)C=1O)Cc1ccc(F)cc1)C,valid
S(=O)(=O)(NC1CCC(n2c3c4cc[nH]c4ncc3nc2C)CC1)C,valid
S(CCCn1c2CCCCc2c2cc(ccc12)-c1onc(n1)C)c1cc(F)c(F)cc1,valid
Clc1ccccc1-n1c(nnc1SCC=1N=C2N(C=C(C)C(=C2)C)C(=O)C=1)-c1ccncc1,valid
Clc1cc(ccc1S(=O)(=O)Nc1cc(ccc1)CO)-c1ccc(F)cc1,valid
Fc1c2c([nH]cc2C(=O)C(=O)N2CCN(CC2)C(=O)c2ccccc2)c(cc1)-c1nn(nn1)C,valid
Clc1cc(Cl)ccc1CNC(=O)N1CCC(Oc2ccc(cc2)C#N)CC1,valid
NC1=CC2=C(C=CC=C2)C=C1,valid
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,valid
s1c2c(nc(nc2NCCCN(C)C)NC)cc1-c1c2c(ccc1)cncc2,valid
Fc1cc(F)ccc1C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)Nc1ccncc1,valid
s1c(NC(=O)Nc2cc3c([nH]nc3)cc2)c(cc1C(C)(C)C)C(=O)NCCN(C)C,valid
O1[C@@H](C\C=C\C=C\[C@H](O)[C@H](C)[C@@H](O)[C@@H](CCC(=O)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cc(O)ccc2)C(=O)N2NC(CCC2)C1=O)/C(=C/C=C/C(=O)Nc1ccc(cc1)-c1ccccc1)/C,valid
Clc1cccc(Cl)c1CCNCc1cc(ccc1)CCNC[C@H](O)c1c2SC(=O)Nc2c(O)cc1,valid
Clc1cc(ccc1F)C1(CCCCC1)CN(C)C,valid
